Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID
8	119557086	119673453	ENSG00000136960
15	42497395	42548786	ENSG00000285942
X	68498323	68537285	ENSG00000181704
2	208236227	208266074	ENSG00000138413
7	128937612	128950035	ENSG00000128604
20	34975403	35002437	ENSG00000078814
16	4616493	4690974	ENSG00000102858
15	100919215	101078254	ENSG00000154237
CHR_HSCHR6_MHC_MANN_CTG1	31700683	31705737	ENSG00000223932
2	176104216	176109754	ENSG00000128713
21	25880550	26171128	ENSG00000142192
CHR_HSCHR6_MHC_MANN_CTG1	31709833	31713000	ENSG00000240433
CHR_HSCHR6_MHC_SSTO_CTG1	31756347	31768050	ENSG00000234433
10	47501854	47523638	ENSG00000204172
13	43213518	43786908	ENSG00000120658
2	85598548	85603196	ENSG00000168890
8	94371960	94475109	ENSG00000197275
10	47487219	47491693	ENSG00000189090
8	142212080	142403240	ENSG00000171045
22	37051736	37063390	ENSG00000100379
19	5993164	6199572	ENSG00000087903
7	6615617	6624290	ENSG00000236609
8	119165034	119245673	ENSG00000147676
10	132207492	132331847	ENSG00000165752
21	31671033	31732075	ENSG00000156304
3	196867856	196934714	ENSG00000119231
16	2475051	2509560	ENSG00000162065
22	16961936	17008222	ENSG00000215568
16	2496032	2520218	ENSG00000260272
11	75586918	75669120	ENSG00000171533
15	83112738	83208018	ENSG00000166503
11	6612763	6619485	ENSG00000166340
CHR_HSCHR1_2_CTG32_1	248361581	248362627	ENSG00000274870
16	2513870	2520218	ENSG00000185883
16	29679008	29698699	ENSG00000103485
7	66628767	66649067	ENSG00000243335
11	35431823	35530300	ENSG00000149090
5	51383391	51394738	ENSG00000016082
17	42113108	42121358	ENSG00000108773
9	113407235	113410672	ENSG00000148229
15	100602534	100651705	ENSG00000183475
11	118077012	118121890	ENSG00000137648
3	129278828	129306186	ENSG00000183624
20	23491101	23496018	ENSG00000125815
10	47365496	47384273	ENSG00000265763
17	74842023	74861504	ENSG00000161509
7	2251770	2354318	ENSG00000106266
CHR_HSCHR6_MHC_QBL_CTG1	32863344	32881839	ENSG00000241674
10	47300386	47313547	ENSG00000266524
3	47381011	47413441	ENSG00000076201
13	75283503	75482114	ENSG00000136111
CHR_HSCHR6_MHC_DBB_CTG1	31797650	31800132	ENSG00000234475
11	56469274	56473352	ENSG00000174937
11	56459221	56473352	ENSG00000284732
11	307631	315272	ENSG00000185201
11	4545191	4546144	ENSG00000197790
11	56252200	56253222	ENSG00000172489
11	4482646	4493497	ENSG00000196778
13	46553168	46753040	ENSG00000136141
15	23439498	23447234	ENSG00000174450
CHR_HSCHR11_1_CTG5	7949167	7950227	ENSG00000273953
20	63939829	63956415	ENSG00000198276
3	74262568	74521140	ENSG00000113805
X	16650158	16654670	ENSG00000169906
13	71437966	71867192	ENSG00000276644
6	31897785	31945672	ENSG00000166278
CHR_HSCHR12_3_CTG2	11348080	11351848	ENSG00000282673
15	28701954	28738384	ENSG00000188626
20	45536986	45547426	ENSG00000249139
17	18658429	18682262	ENSG00000249459
CHR_HSCHR15_4_CTG8	27871154	28099370	ENSG00000277361
10	100996618	101007836	ENSG00000107816
CHR_HSCHR1_2_CTG31	155305243	155316838	ENSG00000262785
17	18635006	18661950	ENSG00000189375
5	50665899	50846522	ENSG00000151883
7	151076593	151080866	ENSG00000164896
15	100400395	100544995	ENSG00000154227
20	3846799	3876123	ENSG00000088888
4	65319563	65670495	ENSG00000145242
CHR_HSCHR6_MHC_SSTO_CTG1	31562799	31565069	ENSG00000230279
7	76461676	76505995	ENSG00000091073
CHR_HSCHR6_MHC_QBL_CTG1	31134861	31150652	ENSG00000206457
10	102230186	102241474	ENSG00000107859
1	10456522	10472526	ENSG00000160049
CHR_HSCHR19LRC_PGF1_CTG3_1	54173824	54190479	ENSG00000273592
6	29722775	29738528	ENSG00000204642
CHR_HSCHR6_MHC_SSTO_CTG1	31537619	31549575	ENSG00000236346
20	43558968	43588237	ENSG00000101049
5	850291	892824	ENSG00000028310
11	1852970	1892267	ENSG00000130592
CHR_HSCHR6_MHC_COX_CTG1	32767527	32776296	ENSG00000232367
2	25377198	25673647	ENSG00000138101
16	47461123	47701523	ENSG00000102893
11	111298555	111308735	ENSG00000214290
2	211375717	212538841	ENSG00000178568
2	55547292	55618880	ENSG00000275052
11	94512432	94532123	ENSG00000257057
1	11919591	11926428	ENSG00000116685
18	31759562	31760880	ENSG00000141437
9	32629454	32635669	ENSG00000122728
2	151788984	151828492	ENSG00000162980
13	39655627	39791665	ENSG00000133103
X	15790472	15823260	ENSG00000169249
10	109864766	109923553	ENSG00000108039
8	30678061	30727999	ENSG00000104687
16	3222325	3236221	ENSG00000010539
CHR_HSCHR15_3_CTG8	44711489	44718888	ENSG00000273686
16	3204247	3205188	ENSG00000168124
5	31400497	31532196	ENSG00000113360
20	17613678	17682295	ENSG00000125844
2	33436324	33564750	ENSG00000152689
3	194587673	194633689	ENSG00000145014
2	127436207	127526886	ENSG00000163166
5	119037772	119249138	ENSG00000172869
19	1065923	1086628	ENSG00000180448
22	50523568	50525606	ENSG00000130489
14	20955452	20956436	ENSG00000169385
4	75642782	75724525	ENSG00000138757
9	5450503	5470566	ENSG00000120217
CHR_HSCHR6_MHC_MANN_CTG1	31678475	31692158	ENSG00000228760
17	1464186	1492812	ENSG00000197879
3	196639775	196736007	ENSG00000163964
8	73290267	73295789	ENSG00000147604
CHR_HSCHR19LRC_COX1_CTG3_1	54217107	54223520	ENSG00000277816
20	21511010	21514026	ENSG00000125820
16	69950705	69964452	ENSG00000157322
20	362835	397559	ENSG00000101255
CHR_HSCHR19_4_CTG3_1	54671018	54678557	ENSG00000275730
11	74696429	74731385	ENSG00000054938
17	49990005	49995224	ENSG00000064195
17	21376197	21419872	ENSG00000184185
22	21666009	21700015	ENSG00000100023
CHR_HSCHR17_1_CTG5	45435832	45490687	ENSG00000277111
22	21642261	21644298	ENSG00000128228
8	73241329	73259502	ENSG00000274443
22	50502949	50507691	ENSG00000100258
22	42126499	42130906	ENSG00000100197
X	152708261	152714549	ENSG00000268902
20	6767664	6780280	ENSG00000125845
X	15561047	15675608	ENSG00000285602
18	58481247	58628957	ENSG00000198796
X	152638183	152657534	ENSG00000268089
X	15561033	15602148	ENSG00000130234
5	111662621	111997464	ENSG00000134986
11	110577042	110713189	ENSG00000137727
2	150468195	150539011	ENSG00000115963
20	38601934	38651035	ENSG00000124143
17	5105541	5123116	ENSG00000167840
11	55262182	55271119	ENSG00000150244
CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1	54848193	54859216	ENSG00000274189
21	14216130	14228372	ENSG00000185272
2	94588522	94604573	ENSG00000259916
3	112140887	112294258	ENSG00000172139
13	41566837	41961120	ENSG00000102763
5	41904188	41921636	ENSG00000205765
16	15703172	15857033	ENSG00000133392
15	99565417	99716466	ENSG00000068305
13	41457559	41470882	ENSG00000102760
5	80487969	80542563	ENSG00000152380
10	102132994	102150331	ENSG00000148840
CHR_HSCHR6_MHC_COX_CTG1	32735083	32739368	ENSG00000241386
9	83739421	83829516	ENSG00000165113
2	178463664	178478600	ENSG00000079150
20	346782	359660	ENSG00000125841
8	144423601	144428563	ENSG00000160948
CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	54803533	54814482	ENSG00000277362
13	63832361	63833531	ENSG00000285566
13	46053195	46105033	ENSG00000080618
3	52545352	52685917	ENSG00000163939
7	72959485	72969466	ENSG00000155428
3	57755450	57929168	ENSG00000163681
19	17859876	17864153	ENSG00000105640
2	173075435	173268010	ENSG00000091436
16	22814177	22916338	ENSG00000122254
CHR_HSCHR19_2_CTG3_1	34351514	34355586	ENSG00000282735
8	24440930	24526970	ENSG00000069206
5	32689070	32791724	ENSG00000113389
11	118998142	119015791	ENSG00000186166
8	24294040	24359018	ENSG00000042980
16	46955362	46973788	ENSG00000069345
CHR_HSCHR21_4_CTG1_1	33432485	33489568	ENSG00000263160
4	85990007	86594625	ENSG00000109339
22	30080174	30177075	ENSG00000176635
CHR_HSCHR19_4_CTG3_1	54294391	54301485	ENSG00000275841
13	97953658	98024297	ENSG00000065150
21	42362282	42366594	ENSG00000160182
10	133355154	133358035	ENSG00000148803
10	5684838	5763740	ENSG00000108021
3	3066326	3126613	ENSG00000091181
CHR_HSCHR6_MHC_MCF_CTG1	32267189	32271946	ENSG00000234243
CHR_HSCHR17_7_CTG4	38330785	38406717	ENSG00000273608
CHR_HSCHR1_2_CTG32_1	248412061	248413170	ENSG00000275244
19	15728020	15729060	ENSG00000171942
11	66638617	66668374	ENSG00000173933
15	34751032	34754965	ENSG00000159248
CHR_HSCHR12_5_CTG2	11351822	11356402	ENSG00000275517
20	45629526	45631196	ENSG00000180305
11	78435961	78574874	ENSG00000137513
CHR_HSCHR7_1_CTG1	196274	199037	ENSG00000281429
15	33310945	33866121	ENSG00000198838
9	108942569	109013529	ENSG00000119326
9	108934181	108950744	ENSG00000119328
17	42121431	42123352	ENSG00000260325
4	41935120	41960572	ENSG00000109133
CHR_HSCHR19_4_CTG3_1	54882451	54899533	ENSG00000274580
16	3242028	3256627	ENSG00000103313
CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1	54814247	54828575	ENSG00000275522
7	64990809	65006743	ENSG00000213462
11	95165513	95232541	ENSG00000149212
19	11505916	11529174	ENSG00000130159
10	5638867	5666595	ENSG00000196372
3	161344792	161372880	ENSG00000196542
X	120258650	120311556	ENSG00000125355
3	18345387	18445588	ENSG00000182568
15	100559369	100603230	ENSG00000140471
16	23388493	23453180	ENSG00000168434
11	30323051	30338227	ENSG00000152219
9	33817567	33920404	ENSG00000107341
15	74100311	74138540	ENSG00000167178
21	31659622	31668931	ENSG00000142168
16	86510527	86515418	ENSG00000103241
7	33904308	34156356	ENSG00000164619
2	96642737	96704887	ENSG00000249715
7	2354086	2380745	ENSG00000106263
8	28021964	28083871	ENSG00000189233
10	49942033	49974850	ENSG00000204152
17	39671122	39696797	ENSG00000161395
X	108439844	108697545	ENSG00000188153
6	36315757	36336885	ENSG00000189325
20	62143795	62182484	ENSG00000184402
16	29871159	29899547	ENSG00000174938
17	43847148	43863629	ENSG00000161649
19	18173162	18178117	ENSG00000216490
11	65122183	65127371	ENSG00000149792
11	56462469	56463401	ENSG00000150269
20	38962299	39039723	ENSG00000101452
17	63827152	63832026	ENSG00000087191
20	23374519	23421519	ENSG00000125814
17	57989038	58007246	ENSG00000266086
11	4449295	4450361	ENSG00000181963
7	64870172	64930966	ENSG00000198039
11	66590176	66593083	ENSG00000182791
8	24913012	24919098	ENSG00000104722
3	40309684	40312424	ENSG00000114784
6	32164583	32168281	ENSG00000241404
2	11179761	11348330	ENSG00000134318
11	66070363	66244747	ENSG00000175115
CHR_HSCHR17_1_CTG5	45871009	46068204	ENSG00000275867
1	21217247	21345572	ENSG00000117298
CHR_HSCHR12_3_CTG2	11182250	11183194	ENSG00000273505
6	5261044	5829192	ENSG00000145982
10	67796665	67838166	ENSG00000108176
11	278365	285359	ENSG00000174885
8	144473412	144476335	ENSG00000160973
4	573880	576300	ENSG00000273238
20	45534196	45539495	ENSG00000243543
13	20777329	20903048	ENSG00000132953
11	66563463	66568841	ENSG00000174080
20	3927309	4015582	ENSG00000101236
16	4958317	5019158	ENSG00000103184
15	50424380	50514419	ENSG00000138592
6	32168212	32178096	ENSG00000204310
X	154884972	154885558	ENSG00000274183
X	154886349	154888061	ENSG00000277203
20	45540626	45547752	ENSG00000101448
8	93754844	93819234	ENSG00000164953
CHR_HSCHR6_MHC_APD_CTG1	30949136	30953340	ENSG00000229767
11	94962622	94973612	ENSG00000150316
X	155025980	155060303	ENSG00000165775
3	196739857	196832647	ENSG00000180370
CHR_HSCHR21_4_CTG1_1	33508081	33521016	ENSG00000262473
CHR_HSCHR1_2_CTG31	155292987	155305252	ENSG00000263324
CHR_HSCHR19_4_CTG3_1	54251016	54257914	ENSG00000278437
16	30092314	30096915	ENSG00000090238
17	79778132	79787983	ENSG00000173894
16	81022316	81096284	ENSG00000284512
9	113349541	113371233	ENSG00000119411
18	316740	500722	ENSG00000158270
X	153764196	153779346	ENSG00000198753
13	73054976	73077542	ENSG00000102554
18	23689443	23956222	ENSG00000053747
7	107890970	107931730	ENSG00000091140
2	11133053	11146790	ENSG00000150873
5	134286350	134371047	ENSG00000006837
3	138161012	138174949	ENSG00000138231
20	7882981	7940474	ENSG00000101323
2	1631887	1744852	ENSG00000130508
2	178829757	179050086	ENSG00000163492
7	12330885	12403941	ENSG00000146530
8	94813311	94881746	ENSG00000164941
CHR_HSCHR12_3_CTG2	10806051	10807293	ENSG00000277316
13	69700594	70108493	ENSG00000150361
11	8612037	8682694	ENSG00000166436
CHR_HSCHR19_5_CTG2	868013	881626	ENSG00000282092
17	45393902	45434421	ENSG00000159314
X	9463295	9741037	ENSG00000101849
16	29443056	29454964	ENSG00000183336
16	80597906	80804329	ENSG00000166446
11	69048897	69162440	ENSG00000162341
CHR_HSCHR6_MHC_APD_CTG1	29486834	29487970	ENSG00000234954
CHR_HSCHR6_MHC_DBB_CTG1	32982126	32987559	ENSG00000235744
8	30578318	30658251	ENSG00000197265
7	99756960	99784265	ENSG00000160868
11	14493783	14520344	ENSG00000256206
8	30638600	30646064	ENSG00000253457
17	28725897	28743455	ENSG00000160602
20	61252426	61940617	ENSG00000179242
17	4163907	4263995	ENSG00000185722
19	3538261	3574290	ENSG00000161091
17	39868164	39877896	ENSG00000186075
19	32719753	32829580	ENSG00000173809
11	64225941	64230686	ENSG00000149761
16	31489471	31509309	ENSG00000140688
11	15112424	15247208	ENSG00000188487
22	36281277	36388067	ENSG00000100345
X	111245103	111270523	ENSG00000077274
11	64230278	64234286	ENSG00000110011
1	1401908	1407313	ENSG00000242485
7	100307702	100322196	ENSG00000214300
1	27773183	27824452	ENSG00000117758
17	62627401	62693597	ENSG00000011028
CHR_HSCHR14_2_CTG1	104474682	104612791	ENSG00000276342
8	97775057	97853013	ENSG00000104341
10	97426160	97433441	ENSG00000171314
21	32628759	32728048	ENSG00000159082
7	2631951	2664802	ENSG00000136295
CHR_HSCHR6_MHC_QBL_CTG1	31889987	31892374	ENSG00000206366
X	73563200	73687102	ENSG00000204116
3	132680609	132722442	ENSG00000113971
CHR_HSCHR6_MHC_MANN_CTG1	31312948	31400264	ENSG00000224608
19	16111629	16134234	ENSG00000167461
3	124965710	125055958	ENSG00000173706
4	2071918	2242121	ENSG00000130997
2	203706475	203738912	ENSG00000178562
17	18968789	19004804	ENSG00000188522
7	7968794	8094272	ENSG00000106415
5	54455601	54456384	ENSG00000169271
3	4303304	4317567	ENSG00000170364
2	166195185	166376001	ENSG00000169432
11	5248270	5254783	ENSG00000284931
CHR_HSCHR6_MHC_MANN_CTG1	31754813	31757257	ENSG00000225993
5	129748079	129766732	ENSG00000186367
15	88803442	88875354	ENSG00000157766
X	73077276	73079512	ENSG00000186288
7	140690777	140722790	ENSG00000090266
CHR_HSCHR17_4_CTG4	41123559	41124635	ENSG00000263236
20	35226654	35277000	ENSG00000125966
17	44141906	44162476	ENSG00000125319
22	25199850	25207363	ENSG00000100053
20	35201745	35278131	ENSG00000126005
X	53431258	53434373	ENSG00000072506
10	5943639	5978187	ENSG00000134470
7	144355288	144380632	ENSG00000050327
3	124761948	124901418	ENSG00000082781
9	110303521	110337884	ENSG00000204193
11	5422111	5423206	ENSG00000167360
4	70704204	70807315	ENSG00000018189
CHR_HSCHR1_ALT2_1_CTG32_1	248455242	248456216	ENSG00000275754
4	4859666	4863936	ENSG00000163132
X	53374149	53422728	ENSG00000072501
2	64092652	64144454	ENSG00000197329
17	35854946	35868891	ENSG00000270379
11	66848233	66958376	ENSG00000173599
7	93424487	93574730	ENSG00000004948
5	100806935	100903266	ENSG00000113532
11	66856647	66860475	ENSG00000173621
18	33578233	33751192	ENSG00000141431
3	48918821	48986382	ENSG00000177479
22	19175575	19178830	ENSG00000100075
CHR_HSCHR6_MHC_QBL_CTG1	33122398	33129499	ENSG00000206289
6	10393186	10419659	ENSG00000137203
4	849276	932373	ENSG00000178950
6	30184455	30213427	ENSG00000234127
CHR_HSCHR17_4_CTG4	41008648	41019451	ENSG00000262068
9	99104038	99154192	ENSG00000106799
20	25006230	25058980	ENSG00000154930
20	44247099	44280917	ENSG00000124194
18	24162044	24397880	ENSG00000141447
17	28954901	29006440	ENSG00000063015
7	140453040	140479569	ENSG00000133606
11	103907186	104164379	ENSG00000170962
17	28546707	28552668	ENSG00000109103
17	40140318	40172183	ENSG00000108349
19	18374731	18389176	ENSG00000130513
7	29563811	29567295	ENSG00000176532
X	72777009	72848802	ENSG00000184911
7	151238764	151277896	ENSG00000082014
2	171522247	171558133	ENSG00000071967
17	28607964	28614200	ENSG00000167524
8	54135210	54147901	ENSG00000137547
21	42974510	43033931	ENSG00000160199
17	35548125	35558098	ENSG00000236320
22	39504231	39504443	ENSG00000285025
2	208359714	208854503	ENSG00000144407
11	31784779	31818062	ENSG00000007372
CHR_HSCHR6_MHC_MANN_CTG1	31203494	31209123	ENSG00000224941
X	154458281	154477779	ENSG00000130827
13	76948497	76958642	ENSG00000102794
1	1352689	1361777	ENSG00000162576
17	31094927	31382116	ENSG00000196712
18	13663347	13726663	ENSG00000177150
5	1225355	1246189	ENSG00000164363
18	59327823	59359962	ENSG00000074695
15	56630181	56734086	ENSG00000137871
4	70370093	70390244	ENSG00000171201
2	157876702	158136154	ENSG00000007001
7	128954180	129055173	ENSG00000064419
X	120958165	120961487	ENSG00000226023
7	143390289	143408892	ENSG00000146904
3	71675416	71754773	ENSG00000163412
2	31865060	32011230	ENSG00000162959
X	120938701	120942023	ENSG00000224089
X	11137543	11665701	ENSG00000047648
4	70360761	70367158	ENSG00000109208
X	11293413	11300761	ENSG00000125363
10	79610939	79615455	ENSG00000122852
X	132369317	132489968	ENSG00000076770
22	37180167	37199385	ENSG00000133466
15	78167468	78245688	ENSG00000103740
6	36493892	36547470	ENSG00000112079
CHR_HSCHR17_1_CTG9	82923652	82946138	ENSG00000278759
19	18249950	18255419	ENSG00000284797
19	7619525	7629565	ENSG00000076924
21	32311018	32393026	ENSG00000142207
X	37008397	37011666	ENSG00000198173
17	63894909	63896661	ENSG00000136488
19	18207961	18255419	ENSG00000285188
CHR_HSCHR6_MHC_QBL_CTG1	30732716	30734071	ENSG00000206478
2	216672105	216695525	ENSG00000115461
X	110358816	110456334	ENSG00000243978
11	68039016	68050895	ENSG00000110719
3	151197832	151203201	ENSG00000174946
11	4994851	5005536	ENSG00000176798
11	64851642	64888296	ENSG00000110047
3	12557014	12583713	ENSG00000075975
X	132076993	132128020	ENSG00000165694
X	110002631	110182734	ENSG00000157600
X	154436913	154443467	ENSG00000203879
6	32178354	32180793	ENSG00000204308
8	96225920	96235634	ENSG00000156467
CHR_HSCHR7_2_CTG4_4	76501267	76505995	ENSG00000282379
Y	21903618	21918067	ENSG00000242389
8	38400215	38468834	ENSG00000077782
CHR_HSCHR7_2_CTG1	195290	199896	ENSG00000282147
16	29811382	29815892	ENSG00000167371
16	3443611	3486963	ENSG00000122390
17	58301228	58328760	ENSG00000005379
3	3144628	3179727	ENSG00000113851
20	2536607	2641784	ENSG00000149488
16	29820394	29848039	ENSG00000013364
7	108569568	108574850	ENSG00000128590
16	29817239	29830627	ENSG00000281348
20	62231922	62296213	ENSG00000130703
8	119833976	119856010	ENSG00000136982
15	88494440	88546675	ENSG00000140543
11	58212720	58216084	ENSG00000280204
CHR_HSCHR6_MHC_DBB_CTG1	31845377	31861227	ENSG00000228263
22	28794555	28800597	ENSG00000100219
21	31873315	32044633	ENSG00000142149
2	196833004	196927796	ENSG00000197121
17	59209400	59215247	ENSG00000167447
22	19036282	19122454	ENSG00000070413
8	142449430	142545009	ENSG00000181790
3	187120948	187180908	ENSG00000163923
22	20441519	20495883	ENSG00000099910
11	75081753	75096876	ENSG00000171561
19	18193182	18196948	ENSG00000254858
19	17049729	17075625	ENSG00000131351
9	98731329	98796965	ENSG00000165138
1	16352575	16398145	ENSG00000055070
11	58030930	58031931	ENSG00000279051
CHR_HSCHR6_MHC_QBL_CTG1	32932859	32938293	ENSG00000206292
10	3137728	3172841	ENSG00000107959
13	112894378	113099739	ENSG00000126217
6	36442767	36491143	ENSG00000112078
CHR_HSCHR6_MHC_MANN_CTG1	33230030	33241311	ENSG00000229295
8	144511288	144517845	ENSG00000160957
15	76059837	76229121	ENSG00000169758
9	34086387	34127399	ENSG00000198876
15	29264992	29269829	ENSG00000185115
17	50478800	50485975	ENSG00000136444
CHR_HSCHR6_MHC_QBL_CTG1	31258588	31261959	ENSG00000206452
22	20394115	20408461	ENSG00000185252
13	78614291	78659179	ENSG00000152193
11	4954772	4955713	ENSG00000205496
CHR_HSCHR6_MHC_APD_CTG1	29657097	29672487	ENSG00000234096
6	33314406	33317942	ENSG00000236104
8	17576433	17644071	ENSG00000104213
20	41178448	41317672	ENSG00000174306
X	53191321	53225422	ENSG00000126012
11	4680171	4697854	ENSG00000167332
16	28931939	28939346	ENSG00000177455
2	216498189	216579180	ENSG00000197756
3	195568702	195584205	ENSG00000189058
15	87859751	88256768	ENSG00000140538
CHR_HSCHR19LRC_COX1_CTG3_1	54314131	54327636	ENSG00000274914
11	56741223	56748697	ENSG00000172457
CHR_HSCHR11_1_CTG7	2928201	2929383	ENSG00000274538
16	28878405	28904509	ENSG00000196296
4	174490177	174523154	ENSG00000164120
7	143244093	143270854	ENSG00000197448
7	143279957	143288048	ENSG00000178826
20	4220631	4249074	ENSG00000171873
17	7459366	7484263	ENSG00000174282
